,_id,8_TOTAL_FALENCIA_REQ,8_TOTAL_FALENCIA__CONC,7_TOTAL_COMMITMENTS,7_TEND_CRESCIMENTO_VENCIDOS,7_VALOR_TOTAL_VENCIDOS,7_TEND_CRESCIMENTO_A_VENCER,7_VALOR_TOTAL_A_VENCER,7_TEND_CRESCIMENTO_TOTAL,7_VALOR_TOTAL_TOTAL,7_POSSUI_CRESCIMENTO,ACAO JUDICIAL,6_TOTAL_PAGAMENTOS,6_PAGAMENTO_PERCENT_15,6_PAGAMENTO_VALOR_15,6_PAGAMENTO_TEND_CRES_15,6_PAGAMENTO_PERCENT_30,6_PAGAMENTO_VALOR_30,6_PAGAMENTO_TEND_CRES_30,6_PAGAMENTO_PERCENT_60,6_PAGAMENTO_VALOR_60,6_PAGAMENTO_TEND_CRES_60,6_PAGAMENTO_PERCENT_+60,6_PAGAMENTO_VALOR_+60,6_PAGAMENTO_TEND_CRES_+60,6_PAGAMENTO_PERCENT_A_VISTA,6_PAGAMENTO_VALOR_A_VISTA,6_PAGAMENTO_TEND_CRES_A_VISTA,6_PRESENCA_PAGAMENTOS,PROTESTO,1_TOTAL_FACTORINGS,1_FREQUENCIA_CONSULTAS,1_FREQUENCIA_CONSULTAS_FACTORING,2_TENDENCIA_CRESCIMENTO,2_ACIMA_MEDIA,2_TOTAL_CONSULTAS,2_TOTAL_CONSULTAS_PONDERADA,2_POSSUI_CRESCIMENTO,REFIN,PEFIN,DIVIDA VENCIDA,result,cnpj,txt_file,prediction,classification,FALENCIA,10_TOTAL_PROTESTOS,10_STD_VALOR,10_MEDIA_VALOR,10_FREQUENCIA_PROTESTO,3_ULTIMA_MODALIDADE,3_MODALIDADE_MAIS_PRESENTE,3_FREQUENCIA_DEBITO,3_VALOR_DEBITO,3_QUANTIDADE_DEBITO,4_ULTIMA_MODALIDADE,4_MODALIDADE_MAIS_PRESENTE,4_FREQUENCIA_DEBITO,4_VALOR_DEBITO,4_QUANTIDADE_DEBITO,4_TOTAL_FACTORINGS_DEBITO,5_ULTIMA_MODALIDADE,5_MODALIDADE_MAIS_PRESENTE,5_FREQUENCIA_DEBITO,5_VALOR_DEBITO,5_QUANTIDADE_DEBITO,9_NATUREZA_MAIS_PRESENTE,9_TOTAL_ACAO_JUDICIAL,9_VALOR_TOTAL,9_FREQUENCIA_ACAO_JUDICIAL,HISTORICO DE PAGAMENTOS NO MERCADO,data_consulta,Faturamento,Funcionarios,Nome,OpcaoTributaria,Porte,ReceitaAbertura,ReceitaAtividade,ReceitaCapitalSocial,ReceitaNaturezaJuridica,ReceitaSituacao,ReceitaSituacaoEspecial,TotalProtesto,UfEndereco,ValorProtesto
10,60abc21ebda6ffc70490b85a,1.0,0.0,14.0,0.0,642125.0,0.0,51515693.0,0.0,0.0,4.6,,16.0,31.0,53000.0,1.0,6.0,17717000.0,1.0,0.0,0.0,1.0,6.0,1000.0,1.0,18.0,793000.0,1.0,38.39999999999999,,2.0,2.0,4.0,0.0,0.0,1259.0,187.0,0.0,,,,1.0,95816963000174,DataBase/SERASA-R1059038.txt,0.48693586698337293,Medio,,5.0,8920.807995916064,129506.6,61.0,EMPRESTIMO,OUTRAS OPERA,41.0,569279.0,4.0,ALUGUEL,ALUGUEL,16.0,6559.0,5.0,0.0,DEV,DEV,22.0,286902.0,5.0,,,,,,2019-09-24 17:41:50,,,PERFIPAR S/A MANUFATURADOS DE ACO EM RECUPERACAO JUDICIAL,LUCRO REAL,DEMAIS,1993-02-11T00:00:00.000,"24.31-8/00 Produção de tubos de aço com costura
",,205-4 - Sociedade Anônima Fechada,ATIVA,RECUPERACAO JUDICIAL,33,PR,"39.698.117,61"
11,60abc21ebda6ffc70490b85c,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,56.0,86688000.0,1.0,62.0,86456000.0,1.0,37.0,25092000.0,1.0,0.0,0.0,1.0,56.0,1906000.0,0.0,38.39999999999999,,0.0,9.0,,0.0,0.0,1066.0,181.0,0.0,,,,1.0,03726402000166,DataBase/SERASA-R1061802.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 50 até 100,BOXTOP DO BRASIL ELEVADORES LTDA,,DEMAIS,2000-03-30T00:00:00.000,"28.22-4/02 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
",805200.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
12,60abc21ebda6ffc70490b85d,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,37.0,8187000.0,1.0,6.0,2527003000.0,1.0,0.0,0.0,1.0,12.0,3636000.0,1.0,12.0,1220000.0,1.0,38.39999999999999,,2.0,5.0,10.0,0.0,1.0,1131.0,165.0,0.0,,,,0.0,03838986000161,DataBase/SERASA-R106225.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,CASA DA PANIFICACAO COMERCIO DE PRODUTOS PARA PANIFICACAO LTDA,,DEMAIS,2000-05-29T00:00:00.000,"46.32-0/02 Comércio atacadista de farinhas, amidos e féculas
",850000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
13,60abc21ebda6ffc70490b85e,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,37.0,116288000.0,0.0,25.0,3523755000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,84066000.0,1.0,38.39999999999999,,1.0,0.0,,0.0,1.0,989.0,156.0,1.0,,,,0.0,04376684000181,DataBase/SERASA-R10635510.txt,0.5080645161290323,Medio,,,,,,,,,,,TIT.DESCONTA,TIT.DESCONTA,,140.0,1.0,0.0,,,,,,,,,,,2019-09-24 17:41:50,,,CENTERPLAST EMBALAGENS PLASTICAS LTDA,LUCRO REAL,DEMAIS,2001-02-21T00:00:00.000,"22.22-6/00 Fabricação de embalagens de material plástico
",250000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
14,60abc21ebda6ffc70490b85f,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,631.0,98.0,0.0,,,,0.0,78627148000148,DataBase/SERASA-R1064384.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,PLASTIBRAS INDUSTRIA DE PLASTICOS LTDA.,,EPP,1984-12-05T00:00:00.000,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
",300000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
15,60abc21ebda6ffc70490b860,,,10.0,0.0,70663.0,0.0,472239.0,0.0,542902.0,3.8,,10.0,10.0,36124000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2413000.0,1.0,23.999999999999996,,0.0,4.0,,0.0,1.0,420.0,63.0,1.0,,,,0.0,84907781000192,DataBase/SERASA-R1066191.txt,0.631578947368421,Bom,,,,,,FINANCIAMENT,OUTRAS OPER,15.0,174165.0,5.0,OUTRAS OPER,OUTRAS OPER,0.0,6162.0,2.0,0.0,,,,,,,,,,,2016-09-24 00:00:00,,,,,,,,,,,,,,
16,60abc21ebda6ffc70490b861,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,2823000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,38.39999999999999,,1.0,1.0,,0.0,1.0,918.0,138.0,0.0,,,,0.0,76380914000197,DataBase/SERASA-R10670814.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 4.800.000 até 10.000.000,de 100 até 500,INDESTEL INDUSTRIA DE EMBALAGENS OESTE LTDA,LUCRO PRESUMIDO,DEMAIS,1982-10-19T00:00:00.000,"17.31-1/00 Fabricação de embalagens de papel
",460000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
17,60abc21ebda6ffc70490b864,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,37.0,175000.0,1.0,6.0,16505000.0,1.0,12.0,90000.0,1.0,0.0,0.0,1.0,12.0,9000.0,1.0,38.39999999999999,,0.0,1.0,,0.0,0.0,2690.0,399.0,1.0,,,,0.0,02225085000131,DataBase/SERASA-R1073225.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,FRIGORIFICO EL'GOLLI LTDA,LUCRO REAL,DEMAIS,1997-10-22T00:00:00.000,"10.11-2/01 Frigorífico - abate de bovinos
",820000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
18,60abc21ebda6ffc70490b865,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,12.0,34000.0,0.0,6.0,18000.0,1.0,31.0,35000.0,0.0,25.0,105000.0,1.0,37.0,29000.0,0.0,38.39999999999999,,0.0,2.0,,0.0,0.0,1938.0,307.0,0.0,,,,0.0,00933691000186,DataBase/SERASA-R1073523.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,SIVALSKI INDUSTRIA TEXTIL LTDA,LUCRO PRESUMIDO,DEMAIS,1995-11-28T00:00:00.000,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",470000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,1,SC,"80,00"
19,60abc21ebda6ffc70490b866,,,8.0,0.0,23174850.0,0.0,25265512.0,0.0,0.0,3.4,,16.0,31.0,423597000.0,1.0,37.0,458299000.0,1.0,31.0,2041876000.0,1.0,18.0,16370000.0,1.0,31.0,1590000.0,1.0,38.39999999999999,,3.0,2.0,3.0,0.0,0.0,1882.0,252.0,1.0,,,,1.0,76642891000141,DataBase/SERASA-R1074142.txt,0.631578947368421,Bom,,,,,,,,,,,NOTA FISCAL,NOTA FISCAL,,923.0,1.0,0.0,,,,,,,,,,,2019-11-22 13:44:38,de 100.000.000 até 300.000.000,de 100 até 500,PROCOPIO INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,LUCRO REAL,DEMAIS,1968-11-28T00:00:00.000,"13.23-5/00 Tecelagem de fios de fibras artificiais e sintéticas
",53878951.0,206-2 - Sociedade Empresária Limitada,ATIVA,RECUPERACAO JUDICIAL,505,PR,"12.278.221,69"
20,60abc21ebda6ffc70490b86b,,,14.0,0.0,387949.0,0.0,4508075.0,0.0,4896024.0,4.6,,14.0,21.0,15048000.0,1.0,42.0,60801000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,508000.0,0.0,33.599999999999994,,4.0,2.0,6.0,0.0,0.0,833.0,119.0,0.0,,,,1.0,08601546000100,DataBase/SERASA-R1093996.txt,0.631578947368421,Bom,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 1.500.000 até 4.800.000,acima de 500,BIG METAIS INDUSTRIA E COMERCIO EIRELI,,DEMAIS,2007-01-04T00:00:00.000,"24.41-5/02 Produção de laminados de alumínio
",93700.0,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),ATIVA,,238,RS,"2.936.418,08"
21,60abc21ebda6ffc70490b86c,,,13.0,0.0,1073694.0,1.0,12785198.0,0.0,7058659.0,4.4,,,,,,,,,,,,,,,,,,,,3.0,11.0,33.0,0.0,1.0,464.0,78.0,0.0,,,,1.0,73379356000151,DataBase/SERASA-R1095212.txt,0.631578947368421,Bom,,5.0,7193.74567245743,6154.4,14.0,FINANCIAMENT,TIT.DESCONTA,76.0,17296.0,3.0,SERV TELEFON,SERV TELEFON,111.0,18740.0,5.0,0.0,DEV,DEV,,5000.0,1.0,,,,,,2019-09-24 17:41:50,de 1.500.000 até 4.800.000,de 10 até 50,C.C.C.A COMERCIAL E INDUSTRIAL LTDA,,DEMAIS,1993-09-23T00:00:00.000,"14.11-8/01 Confecção de roupas íntimas
",100000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,29,SC,"224.556,79"
22,60abc21ebda6ffc70490b86d,,,0.0,,0.0,,0.0,,0.0,0.0,,15.0,20.0,19314000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1453000.0,1.0,35.99999999999999,,1.0,6.0,,1.0,1.0,514.0,83.0,0.0,,,,0.0,94305091000117,DataBase/SERASA-R1095364.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 50 até 100,GRANJA AVICOLA BOM FRANGO LTDA,,DEMAIS,1991-10-21T00:00:00.000,"10.12-1/01 Abate de aves
",910000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,RS,-
23,60abc21ebda6ffc70490b86f,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,18.0,19711000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1015000.0,1.0,38.39999999999999,,2.0,3.0,11.0,1.0,1.0,802.0,122.0,0.0,,,,0.0,07598373000155,DataBase/SERASA-R1099459.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 50 até 100,GIRACOR TEXTIL LTDA,,DEMAIS,2005-09-08T00:00:00.000,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",320000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
24,60abc21ebda6ffc70490b870,,,14.0,1.0,7000000.0,0.0,0.0,1.0,7000000.0,4.6,,,,,,,,,,,,,,,,,,,,0.0,4.0,,0.0,1.0,721.0,107.0,1.0,,,,0.0,10013491000169,DataBase/SERASA-R1106373.txt,0.631578947368421,Bom,,2.0,1245.2150416695101,11788.5,0.0,,,,,,,,,,,,,,,,,,,,,,2019-10-23 14:29:22,,,FEMEPE CAPTURA COMERCIO E INDUSTRIA DE PESCADOS LTDA,,DEMAIS,2008-06-19T00:00:00.000,"03.11-6/01 Pesca de peixes em água salgada
",22657308.0,206-2 - Sociedade Empresária Limitada,ATIVA,,3,SC,"232.120,94"
25,60abc21ebda6ffc70490b872,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,46000.0,1.0,18.0,93000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,7000.0,1.0,38.39999999999999,,1.0,2.0,,0.0,0.0,2415.0,368.0,0.0,,,,0.0,84229889000173,DataBase/SERASA-R11306010.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,BRANDILI TEXTIL LTDA,LUCRO REAL,DEMAIS,1966-09-22T00:00:00.000,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",46327338.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
26,60abc21ebda6ffc70490b874,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,1499708000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2022000.0,1.0,38.39999999999999,,1.0,1.0,,1.0,1.0,861.0,139.0,0.0,,,,0.0,82982307000108,DataBase/SERASA-R1137692.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,KOHLER TINTURARIA LTDA,LUCRO PRESUMIDO,DEMAIS,1966-08-24T00:00:00.000,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",15000000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
27,60abc21ebda6ffc70490b877,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,18.0,11532000.0,1.0,18.0,2866117000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,20496000.0,1.0,38.39999999999999,,1.0,1.0,,0.0,1.0,1478.0,217.0,1.0,,,,0.0,08080487000171,DataBase/SERASA-R11425010.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,INCOTEXTIL INDUSTRIAL LTDA,,DEMAIS,2006-06-20T00:00:00.000,"13.30-8/00 Fabricação de tecidos de malha
",100000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
28,60abc21ebda6ffc70490b879,,,14.0,1.0,43368906.0,1.0,889718.0,0.0,0.0,4.6,,16.0,18.0,37079000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,852000.0,1.0,38.39999999999999,,3.0,4.0,6.0,0.0,1.0,1055.0,177.0,0.0,,,,1.0,00325400000177,DataBase/SERASA-R114892.txt,0.3783783783783784,Ruim,,5.0,35351.29855182126,22631.6,21.0,EMPRESTIMO,OUTRAS OPER,175.0,10088628.0,5.0,NOTA FISCAL,NOTA FISCAL,11.0,13045.0,5.0,0.0,,,,,,,,,,,2019-12-05 19:38:16,de 30.000.000 até 100.000.000,de 100 até 500,CEQUIPEL INDUSTRIA DE MOVEIS E COMERCIO DE EQUIPAMENTOS GERAIS LTDA,LUCRO REAL,DEMAIS,1994-11-24T00:00:00.000,"47.54-7/01 Comércio varejista de móveis
",22273387.5,206-2 - Sociedade Empresária Limitada,ATIVA,,133,PR,"20.336.992,23"
